input,amount,currency,amount_normalized,timeframe,timeframe_normalized_days,purpose
I need 25k by in 5 months to buy a groceries.,25000,INR,25000.0,in 5 months,150,groceries
Can I save 50k over the next by 15 Oct 2025 for smartphone?,50000,INR,50000.0,by 15 Oct 2025,,phone
Need Rs. 2500 for vacation by by 15 Oct 2025.,2500,INR,2500.0,by 15 Oct 2025,,vacation
Need ten thousand for car by 31 Dec 2025.,10000,INR,10000.0,31 Dec 2025,64,car
"Want to set aside 5,000 for groceries next this summer.",5000,INR,5000.0,this summer,,groceries
Can I save ₹50000 over the next by the end of December for bike?,50000,INR,50000.0,by the end of December,,bike
I need $500 by ASAP to buy a wedding.,500,USD,500.0,ASAP,7,wedding
I'm aiming to save 2500 in in 6 months for bike.,2500,INR,2500.0,in 6 months,180,bike
I'm aiming to save Rs. 1200 in this summer for tuition.,1200,INR,1200.0,this summer,,tuition
Save Rs. 100000 for gift in over the next 3 months.,100000,INR,100000.0,over the next 3 months,90,gift
I'm aiming to save five k in next year for rent.,5,INR,5.0,next year,365,rent
"I need 5,000 by in 10 days to buy a smartphone.",5000,INR,5000.0,in 10 days,10,phone
Want to set aside 5k for laptop next within 2 weeks.,5000,INR,5000.0,within 2 weeks,14,laptop
Save Rs. 5000 for tuition in in 5 months.,5000,INR,5000.0,in 5 months,150,tuition
Want to set aside $2500 for wedding next over the next 3 months.,2500,USD,2500.0,over the next 3 months,90,wedding
Want to set aside five k for tuition next by the end of December.,5,INR,5.0,by the end of December,,tuition
Want to set aside Rs. 100000 for phone next July 2026.,100000,INR,100000.0,July 2026,246,phone
I need 10k by by the end of December to buy a mobile.,10000,INR,10000.0,by the end of December,,phone
"Want to set aside 5,000 for wedding next within 3 weeks.",5000,INR,5000.0,within 3 weeks,21,wedding
I'm aiming to save 25k in by the end of December for gift.,25000,INR,25000.0,by the end of December,,gift
I need 25000 by Oct 15 2025 to buy a car.,25000,INR,25000.0,Oct 15 2025,0,car
Want to set aside Rs. 1200 for savings next July 2026.,1200,INR,1200.0,July 2026,246,savings
Gotta save twenty five thousand rupees for deposit ASAP.,25000,INR,25000.0,this summer,,deposit
I need ₹100000 by ASAP to buy a rent.,100000,INR,100000.0,ASAP,7,rent
Planning to put $100000 towards my groceries within in 5 months.,100000,USD,100000.0,in 5 months,150,groceries
Can I save ₹25000 over the next in 6 months for phone?,25000,INR,25000.0,in 6 months,180,phone
Gotta save 10000 for laptop ASAP.,10000,INR,10000.0,in 5 months,150,laptop
Need 5000 for car by 31 Dec 2025.,5000,INR,5000.0,31 Dec 2025,64,car
I'm aiming to save $1200 in this summer for savings.,1200,USD,1200.0,this summer,,savings
I'm aiming to save ₹1200 in in 10 days for vacation.,1200,INR,1200.0,in 10 days,10,vacation
Need 25k for groceries by 25-12-2025.,25000,INR,25000.0,next year,365,groceries
Gotta save ₹50000 for bike ASAP.,50000,INR,50000.0,ASAP,7,bike
Want to set aside Rs. 1200 for bike next in 6 months.,1200,INR,1200.0,in 6 months,180,bike
I'm aiming to save 5000 in 1 Jan 2026 for medical.,5000,INR,5000.0,1 Jan 2026,65,medical
"Can I save 50,000 over the next next year for gift?",50000,INR,50000.0,next year,365,gift
Gotta save $25000 for vacation ASAP.,25000,USD,25000.0,15 Oct 2025,0,vacation
Can I save 10k over the next in 6 months for medical?,10000,INR,10000.0,in 6 months,180,medical
"Planning to put 10,000 towards my rent within 15 Oct 2025.",10000,INR,10000.0,15 Oct 2025,0,rent
Can I save 25k over the next 15 Oct 2025 for phone?,25000,INR,25000.0,15 Oct 2025,0,phone
I need ₹25000 by within 2 weeks to buy a groceries.,25000,INR,25000.0,within 2 weeks,14,groceries
Need fifteen thousand for savings by in 6 months.,15000,INR,15000.0,in 6 months,180,savings
I'm aiming to save 500 in over the next 3 months for bike.,500,INR,500.0,over the next 3 months,90,bike
Planning to put 10000 towards my rent within by 15 Oct 2025.,10000,INR,10000.0,by 15 Oct 2025,,rent
Need Rs. 2500 for laptop by by 15 Oct 2025.,2500,INR,2500.0,by 15 Oct 2025,,laptop
Planning to put Rs. 100000 towards my laptop within in 6 months.,100000,INR,100000.0,in 6 months,180,laptop
Can I save twenty five thousand rupees over the next next year for laptop?,25000,INR,25000.0,next year,365,laptop
Want to set aside Rs. 2500 for tuition next in 10 days.,2500,INR,2500.0,in 10 days,10,tuition
"Gotta save 2,500 for laptop ASAP.",2500,INR,2500.0,over the next 3 months,90,laptop
Want to set aside fifteen thousand for medical next within 2 weeks.,15000,INR,15000.0,within 2 weeks,14,medical
I'm aiming to save Rs. 1200 in in 10 days for rent.,1200,INR,1200.0,in 10 days,10,rent
Planning to put ₹10000 towards my deposit within by the end of December.,10000,INR,10000.0,by the end of December,,deposit
Need Rs. 500 for groceries by in 6 months.,500,INR,500.0,in 6 months,180,groceries
I need $2500 by by 15 Oct 2025 to buy a mobile.,2500,USD,2500.0,by 15 Oct 2025,,phone
Planning to put five k towards my savings within within 3 weeks.,5,INR,5.0,within 3 weeks,21,savings
Need ten thousand for emergency fund by by 15 Oct 2025.,10000,INR,10000.0,by 15 Oct 2025,,emergency fund
Planning to put 2500 towards my medical within Oct 15 2025.,2500,INR,2500.0,Oct 15 2025,0,medical
Planning to put Rs. 50000 towards my vacation within 1 Jan 2026.,50000,INR,50000.0,1 Jan 2026,65,vacation
Can I save Rs. 10000 over the next in 5 months for wedding?,10000,INR,10000.0,in 5 months,150,wedding
Save 5k for laptop in within 2 weeks.,5000,INR,5000.0,within 2 weeks,14,laptop
Gotta save ₹2500 for vacation ASAP.,2500,INR,2500.0,next year,365,vacation
I need fifteen thousand by within 3 weeks to buy a groceries.,15000,INR,15000.0,within 3 weeks,21,groceries
Want to set aside Rs. 5000 for wedding next 31 Dec 2025.,5000,INR,5000.0,31 Dec 2025,64,wedding
Can I save $1200 over the next Oct 15 2025 for laptop?,1200,USD,1200.0,Oct 15 2025,0,laptop
I'm aiming to save Rs. 5000 in 15 Oct 2025 for vacation.,5000,INR,5000.0,15 Oct 2025,0,vacation
"Can I save 50,000 over the next ASAP for wedding?",50000,INR,50000.0,ASAP,7,wedding
Gotta save ₹100000 for vacation ASAP.,100000,INR,100000.0,1 Jan 2026,65,vacation
"Need 1,200 for bike by Oct 15 2025.",1200,INR,1200.0,Oct 15 2025,0,bike
"I'm aiming to save 25,000 in ASAP for rent.",25000,INR,25000.0,ASAP,7,rent
Need ₹500 for laptop by 31 Dec 2025.,500,INR,500.0,31 Dec 2025,64,laptop
"I need 5,000 by next year to buy a gift.",5000,INR,5000.0,next year,365,gift
Save 100k for mobile in 31 Dec 2025.,100000,INR,100000.0,31 Dec 2025,64,phone
Save $500 for emergency fund in by 15 Oct 2025.,500,USD,500.0,by 15 Oct 2025,,emergency fund
I'm aiming to save $5000 in ASAP for savings.,5000,USD,5000.0,ASAP,7,savings
Planning to put $100000 towards my smartphone within in 10 days.,100000,USD,100000.0,in 10 days,10,phone
Want to set aside 10000 for savings next 1 Jan 2026.,10000,INR,10000.0,1 Jan 2026,65,savings
Want to set aside $25000 for wedding next within 2 weeks.,25000,USD,25000.0,within 2 weeks,14,wedding
I'm aiming to save Rs. 5000 in July 2026 for wedding.,5000,INR,5000.0,July 2026,246,wedding
Want to set aside 2500 for rent next within 2 weeks.,2500,INR,2500.0,within 2 weeks,14,rent
Gotta save 5k for phone ASAP.,5000,INR,5000.0,in 5 months,150,phone
I'm aiming to save ₹100000 in in 5 months for trip.,100000,INR,100000.0,in 5 months,150,trip
I'm aiming to save ₹10000 in ASAP for groceries.,10000,INR,10000.0,ASAP,7,groceries
Gotta save 25000 for laptop ASAP.,25000,INR,25000.0,in 5 months,150,laptop
"Planning to put 25,000 towards my smartphone within by 15 Oct 2025.",25000,INR,25000.0,by 15 Oct 2025,,phone
I'm aiming to save ten thousand in in 6 months for car.,10000,INR,10000.0,in 6 months,180,car
Can I save ₹10000 over the next Oct 15 2025 for vacation?,10000,INR,10000.0,Oct 15 2025,0,vacation
Need Rs. 5000 for bike by over the next 3 months.,5000,INR,5000.0,over the next 3 months,90,bike
Planning to put $10000 towards my deposit within this summer.,10000,USD,10000.0,this summer,,deposit
Can I save 25k over the next July 2026 for laptop?,25000,INR,25000.0,July 2026,246,laptop
Need ₹2500 for groceries by by 15 Oct 2025.,2500,INR,2500.0,by 15 Oct 2025,,groceries
Save Rs. 5000 for vacation in by the end of December.,5000,INR,5000.0,by the end of December,,vacation
Need ₹50000 for groceries by 1 Jan 2026.,50000,INR,50000.0,next year,365,groceries
Can I save Rs. 10000 over the next 1 Jan 2026 for smartphone?,10000,INR,10000.0,1 Jan 2026,65,phone
Gotta save 100k for deposit ASAP.,100000,INR,100000.0,ASAP,7,deposit
Can I save Rs. 2500 over the next within 3 weeks for gift?,2500,INR,2500.0,within 3 weeks,21,gift
Want to set aside $50000 for savings next July 2026.,50000,USD,50000.0,July 2026,246,savings
Can I save 5k over the next in 5 months for emergency fund?,5000,INR,5000.0,in 5 months,150,emergency fund
I'm aiming to save Rs. 50000 in by the end of December for tuition.,50000,INR,50000.0,by the end of December,,tuition
Save Rs. 5000 for groceries in Oct 15 2025.,5000,INR,5000.0,Oct 15 2025,0,groceries
I'm aiming to save Rs. 50000 in within 2 weeks for mobile.,50000,INR,50000.0,within 2 weeks,14,phone
I'm aiming to save 100k in 1 Jan 2026 for gift.,100000,INR,100000.0,1 Jan 2026,65,gift
Need $5000 for bike by by 15 Oct 2025.,5000,USD,5000.0,by 15 Oct 2025,,bike
Planning to put 500 towards my trip within within 3 weeks.,500,INR,500.0,within 3 weeks,21,trip
Save 25k for groceries in this summer.,25000,INR,25000.0,this summer,,groceries
"I'm aiming to save 25,000 in within 2 weeks for tuition.",25000,INR,25000.0,within 2 weeks,14,tuition
"Save 25,000 for emergency fund in this summer.",25000,INR,25000.0,this summer,,emergency fund
"I need 50,000 by next year to buy a bike.",50000,INR,50000.0,next year,365,bike
Planning to put ₹1200 towards my deposit within ASAP.,1200,INR,1200.0,ASAP,7,deposit
"Save 25,000 for bike in 15 Oct 2025.",25000,INR,25000.0,15 Oct 2025,0,bike
Can I save ₹25000 over the next by 15 Oct 2025 for laptop?,25000,INR,25000.0,by 15 Oct 2025,,laptop
Gotta save $5000 for tuition ASAP.,5000,USD,5000.0,by the end of December,,tuition
I need $2500 by in 10 days to buy a emergency fund.,2500,USD,2500.0,in 10 days,10,emergency fund
I'm aiming to save 5k in Oct 15 2025 for phone.,5000,INR,5000.0,Oct 15 2025,0,phone
I'm aiming to save $500 in Oct 15 2025 for smartphone.,500,USD,500.0,Oct 15 2025,0,phone
"Planning to put 1,200 towards my gift within over the next 3 months.",1200,INR,1200.0,over the next 3 months,90,gift
I need ₹5000 by 15 Oct 2025 to buy a rent.,5000,INR,5000.0,15 Oct 2025,0,rent
Need $5000 for medical by July 2026.,5000,USD,5000.0,by the end of December,,medical
"Save 1,200 for trip in 25-12-2025.",1200,INR,1200.0,25-12-2025,58,trip
Gotta save five k for laptop ASAP.,5,INR,5.0,25-12-2025,58,laptop
Save 50k for gift in in 10 days.,50000,INR,50000.0,in 10 days,10,gift
Save Rs. 100000 for savings in over the next 3 months.,100000,INR,100000.0,over the next 3 months,90,savings
I'm aiming to save $10000 in within 3 weeks for deposit.,10000,USD,10000.0,within 3 weeks,21,deposit
"Planning to put 1,200 towards my trip within 31 Dec 2025.",1200,INR,1200.0,31 Dec 2025,64,trip
I need $50000 by this summer to buy a vacation.,50000,USD,50000.0,this summer,,vacation
Want to set aside ₹5000 for car next 1 Jan 2026.,5000,INR,5000.0,1 Jan 2026,65,car
I need $500 by within 2 weeks to buy a savings.,500,USD,500.0,within 2 weeks,14,savings
Save 5000 for savings in by the end of December.,5000,INR,5000.0,by the end of December,,savings
I'm aiming to save 50000 in 1 Jan 2026 for bike.,50000,INR,50000.0,1 Jan 2026,65,bike
Want to set aside 100k for deposit next within 2 weeks.,100000,INR,100000.0,within 2 weeks,14,deposit
"Planning to put 2,500 towards my smartphone within in 10 days.",2500,INR,2500.0,in 10 days,10,phone
Planning to put 10k towards my car within 1 Jan 2026.,10000,INR,10000.0,1 Jan 2026,65,car
Gotta save 100000 for rent ASAP.,100000,INR,100000.0,31 Dec 2025,64,rent
Can I save ₹50000 over the next within 2 weeks for car?,50000,INR,50000.0,within 2 weeks,14,car
Can I save 2500 over the next July 2026 for trip?,2500,INR,2500.0,July 2026,246,trip
"I need 1,200 by next year to buy a bike.",1200,INR,1200.0,next year,365,bike
Can I save 100000 over the next within 2 weeks for savings?,100000,INR,100000.0,within 2 weeks,14,savings
I need 500 by 25-12-2025 to buy a wedding.,500,INR,500.0,25-12-2025,58,wedding
Can I save ₹2500 over the next next year for medical?,2500,INR,2500.0,next year,365,medical
Can I save 5k over the next by the end of December for rent?,5000,INR,5000.0,by the end of December,,rent
Gotta save $1200 for gift ASAP.,1200,USD,1200.0,by 15 Oct 2025,,gift
I need Rs. 50000 by this summer to buy a trip.,50000,INR,50000.0,this summer,,trip
"Save 100,000 for deposit in in 5 months.",100000,INR,100000.0,in 5 months,150,deposit
Need ₹25000 for phone by 1 Jan 2026.,25000,INR,25000.0,by the end of December,,phone
Gotta save Rs. 500 for medical ASAP.,500,INR,500.0,in 10 days,10,medical
"I need 100,000 by by 15 Oct 2025 to buy a car.",100000,INR,100000.0,by 15 Oct 2025,,car
Can I save $50000 over the next within 3 weeks for tuition?,50000,USD,50000.0,within 3 weeks,21,tuition
Planning to put five k towards my wedding within in 5 months.,5,INR,5.0,in 5 months,150,wedding
Gotta save $500 for tuition ASAP.,500,USD,500.0,15 Oct 2025,0,tuition
Can I save Rs. 500 over the next within 2 weeks for deposit?,500,INR,500.0,within 2 weeks,14,deposit
Need Rs. 100000 for mobile by Oct 15 2025.,100000,INR,100000.0,Oct 15 2025,0,phone
Want to set aside ₹25000 for car next 25-12-2025.,25000,INR,25000.0,25-12-2025,58,car
Planning to put ₹2500 towards my vacation within 1 Jan 2026.,2500,INR,2500.0,1 Jan 2026,65,vacation
Gotta save Rs. 50000 for deposit ASAP.,50000,INR,50000.0,next year,365,deposit
Can I save 500 over the next within 3 weeks for trip?,500,INR,500.0,within 3 weeks,21,trip
Gotta save $2500 for rent ASAP.,2500,USD,2500.0,in 5 months,150,rent
Need 5000 for medical by 31 Dec 2025.,5000,INR,5000.0,31 Dec 2025,64,medical
Want to set aside Rs. 500 for wedding next in 5 months.,500,INR,500.0,in 5 months,150,wedding
I'm aiming to save Rs. 5000 in ASAP for rent.,5000,INR,5000.0,ASAP,7,rent
Need $25000 for bike by July 2026.,25000,USD,25000.0,ASAP,7,bike
Save $25000 for smartphone in by 15 Oct 2025.,25000,USD,25000.0,by 15 Oct 2025,,phone
Can I save 10000 over the next 31 Dec 2025 for rent?,10000,INR,10000.0,31 Dec 2025,64,rent
Need Rs. 2500 for tuition by in 5 months.,2500,INR,2500.0,in 5 months,150,tuition
Planning to put ₹500 towards my vacation within by the end of December.,500,INR,500.0,by the end of December,,vacation
I'm aiming to save Rs. 500 in by 15 Oct 2025 for rent.,500,INR,500.0,by 15 Oct 2025,,rent
Need $10000 for gift by July 2026.,10000,USD,10000.0,ASAP,7,gift
Gotta save 10000 for wedding ASAP.,10000,INR,10000.0,Oct 15 2025,0,wedding
Want to set aside Rs. 1200 for rent next July 2026.,1200,INR,1200.0,July 2026,246,rent
I'm aiming to save Rs. 25000 in in 5 months for smartphone.,25000,INR,25000.0,in 5 months,150,phone
Planning to put $10000 towards my groceries within over the next 3 months.,10000,USD,10000.0,over the next 3 months,90,groceries
Can I save Rs. 25000 over the next next year for deposit?,25000,INR,25000.0,next year,365,deposit
I need 1200 by Oct 15 2025 to buy a deposit.,1200,INR,1200.0,Oct 15 2025,0,deposit
Planning to put 2500 towards my laptop within ASAP.,2500,INR,2500.0,ASAP,7,laptop
Save ₹10000 for emergency fund in 25-12-2025.,10000,INR,10000.0,25-12-2025,58,emergency fund
"Need 50,000 for medical by 31 Dec 2025.",50000,INR,50000.0,31 Dec 2025,64,medical
Planning to put five k towards my phone within July 2026.,5,INR,5.0,July 2026,246,phone
Need $5000 for gift by Oct 15 2025.,5000,USD,5000.0,this summer,,gift
"Planning to put 1,200 towards my bike within 25-12-2025.",1200,INR,1200.0,25-12-2025,58,bike
Need Rs. 10000 for groceries by in 5 months.,10000,INR,10000.0,in 5 months,150,groceries
Want to set aside 100000 for medical next by 15 Oct 2025.,100000,INR,100000.0,by 15 Oct 2025,,medical
Save Rs. 1200 for emergency fund in 1 Jan 2026.,1200,INR,1200.0,1 Jan 2026,65,emergency fund
"Want to set aside 5,000 for emergency fund next 15 Oct 2025.",5000,INR,5000.0,15 Oct 2025,0,emergency fund
Can I save $10000 over the next 31 Dec 2025 for rent?,10000,USD,10000.0,31 Dec 2025,64,rent
Need 25k for medical by by 15 Oct 2025.,25000,INR,25000.0,by 15 Oct 2025,,medical
"Save 50,000 for gift in Oct 15 2025.",50000,INR,50000.0,Oct 15 2025,0,gift
Can I save 100000 over the next 1 Jan 2026 for car?,100000,INR,100000.0,1 Jan 2026,65,car
Planning to put 100000 towards my bike within by 15 Oct 2025.,100000,INR,100000.0,by 15 Oct 2025,,bike
I need 25k by July 2026 to buy a tuition.,25000,INR,25000.0,July 2026,246,tuition
I need $1200 by July 2026 to buy a rent.,1200,USD,1200.0,July 2026,246,rent
Want to set aside ₹25000 for tuition next by 15 Oct 2025.,25000,INR,25000.0,by 15 Oct 2025,,tuition
I'm aiming to save 100k in in 10 days for mobile.,100000,INR,100000.0,in 10 days,10,phone
Planning to put 50000 towards my bike within this summer.,50000,INR,50000.0,this summer,,bike
Planning to put ₹10000 towards my smartphone within in 10 days.,10000,INR,10000.0,in 10 days,10,phone
Want to set aside ₹1200 for car next over the next 3 months.,1200,INR,1200.0,over the next 3 months,90,car
Save Rs. 50000 for vacation in in 6 months.,50000,INR,50000.0,in 6 months,180,vacation
I'm aiming to save 25000 in by the end of December for phone.,25000,INR,25000.0,by the end of December,,phone
Planning to put $500 towards my car within in 6 months.,500,USD,500.0,in 6 months,180,car
