input,amount,currency,amount_normalized,purpose_canonical,timeframe,target_compact
Want to set aside 150k for phone next by next Christmas.,150000,INR,150000.0,phone,by next Christmas,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by next Christmas
Can I save £500 over the next before Eid for trip,500,GBP,500.0,travel,before Eid,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:travel;timeframe:before Eid
Save £500 for rent in by next Christmas.,500,GBP,500.0,rent,by next Christmas,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:rent;timeframe:by next Christmas
Planning to put 150k towards my groceries within this summer.,150000,INR,150000.0,groceries,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:this summer
"Save ₹25,000 for gift in by Diwali.",25000,INR,25000.0,gift,by Diwali,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:gift;timeframe:by Diwali
Want to set aside 150k for groceries next in 6 months.,150000,INR,150000.0,groceries,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:in 6 months
Need one hundred fifty thousand for gaming rig by by New Year.,150000,INR,150000.0,gaming_pc,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by New Year
Gotta save £500 for car ASAP.,500,GBP,500.0,car,by New Year,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:car;timeframe:by New Year
"Im aiming to save 1,50,000 in within 3 weeks for pc.",150000,INR,150000.0,gaming_pc,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:within 3 weeks
Want to set aside 150k dollars for pc next by 15 Oct 2025.,150000,INR,150000.0,gaming_pc,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by 15 Oct 2025
Can I save ₹150k over the next before Eid for gift,150000,INR,150000.0,gift,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gift;timeframe:before Eid
Save one hundred fifty thousand for emergency fund in in 5 months.,150000,INR,150000.0,emergency_fund,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:in 5 months
Want to set aside one fifty thousand for bike next next year.,51000,INR,51000.0,bike,next year,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:bike;timeframe:next year
Gotta save 150k for medical ASAP.,150000,INR,150000.0,medical,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:in 5 months
Save fifteen thousand for pc in by Diwali.,15000,INR,15000.0,gaming_pc,by Diwali,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
Want to set aside 1.5 lakh for medical next by New Year.,150000,INR,150000.0,medical,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:by New Year
Want to set aside one fifty thousand for mobile next next year.,51000,INR,51000.0,phone,next year,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:phone;timeframe:next year
Planning to put ₹150k towards my laptop within within 3 weeks.,150000,INR,150000.0,laptop,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:laptop;timeframe:within 3 weeks
"Im aiming to save $2,000 in in 6 months for tuition.",2000,USD,2000.0,tuition,in 6 months,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:tuition;timeframe:in 6 months
I need one hundred fifty thousand by within 2 weeks to buy a gaming rig.,150000,INR,150000.0,gaming_pc,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
"Planning to put 1,50,000 towards my phone within this summer.",150000,INR,150000.0,phone,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:this summer
"Gotta save 1,50,000 for gift ASAP.",150000,INR,150000.0,gift,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gift;timeframe:in 5 months
"Gotta save ₹25,000 for groceries ASAP.",25000,INR,25000.0,groceries,next year,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:groceries;timeframe:next year
Gotta save fifteen thousand for mobile ASAP.,15000,INR,15000.0,phone,next year,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:phone;timeframe:next year
Planning to put one fifty thousand towards my mobile within before Eid.,51000,INR,51000.0,phone,before Eid,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:phone;timeframe:before Eid
I need Rs. 10k by by Diwali to buy a gaming pc.,10000,INR,10000.0,gaming_pc,by Diwali,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
"Planning to put $2,000 towards my medical within by 15 Oct 2025.",2000,USD,2000.0,medical,by 15 Oct 2025,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:medical;timeframe:by 15 Oct 2025
Save ₹150k for smartphone in in 6 months.,150000,INR,150000.0,phone,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 6 months
Want to set aside £500 for emergency fund next by New Year.,500,GBP,500.0,emergency_fund,by New Year,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:emergency_fund;timeframe:by New Year
Need ₹150k for gaming pc by by next Christmas.,150000,INR,150000.0,gaming_pc,by next Christmas,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
Can I save $150k over the next within 3 weeks for trip,150000,USD,150000.0,travel,within 3 weeks,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:travel;timeframe:within 3 weeks
Need £500 for tuition by this summer.,500,GBP,500.0,tuition,this summer,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:tuition;timeframe:this summer
Can I save 2000 USD over the next in 6 months for car,2000,USD,2000.0,car,in 6 months,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:car;timeframe:in 6 months
Gotta save 1.5 lakh for medical ASAP.,150000,INR,150000.0,medical,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:in 5 months
Want to set aside 1.5 lakh for travel next by Diwali.,150000,INR,150000.0,travel,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by Diwali
Want to set aside one hundred fifty thousand for phone next next year.,150000,INR,150000.0,phone,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:next year
I need €3000 by by 15 Oct 2025 to buy a rent.,3000,EUR,3000.0,rent,by 15 Oct 2025,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:rent;timeframe:by 15 Oct 2025
Planning to put 1.5 lakh towards my tuition within by 15 Oct 2025.,150000,INR,150000.0,tuition,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:by 15 Oct 2025
"Want to set aside ₹25,000 for rent next within 3 weeks.",25000,INR,25000.0,rent,within 3 weeks,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:rent;timeframe:within 3 weeks
Need fifteen thousand for travel by by next Christmas.,15000,INR,15000.0,travel,by next Christmas,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:travel;timeframe:by next Christmas
Can I save £500 over the next next year for wedding,500,GBP,500.0,wedding,next year,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:wedding;timeframe:next year
Planning to put 2000 USD towards my pc within by next Christmas.,2000,USD,2000.0,gaming_pc,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
"Want to set aside 1,50,000 for smartphone next in 6 months.",150000,INR,150000.0,phone,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 6 months
Planning to put fifteen thousand towards my gaming rig within by New Year.,15000,INR,15000.0,gaming_pc,by New Year,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:by New Year
Can I save 1.5 lakh over the next within 3 weeks for trip,150000,INR,150000.0,travel,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:within 3 weeks
Im aiming to save one hundred fifty thousand in in 6 months for tuition.,150000,INR,150000.0,tuition,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:in 6 months
Gotta save one fifty thousand for phone ASAP.,51000,INR,51000.0,phone,within 2 weeks,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:phone;timeframe:within 2 weeks
Save Rs. 10k for rent in by next Christmas.,10000,INR,10000.0,rent,by next Christmas,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:rent;timeframe:by next Christmas
Im aiming to save one fifty thousand in by New Year for tuition.,51000,INR,51000.0,tuition,by New Year,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:tuition;timeframe:by New Year
"Planning to put $2,000 towards my laptop within within 2 weeks.",2000,USD,2000.0,laptop,within 2 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:laptop;timeframe:within 2 weeks
Planning to put 2000 USD towards my trip within this summer.,2000,USD,2000.0,travel,this summer,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:this summer
Need ₹150k for car by in 5 months.,150000,INR,150000.0,car,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:in 5 months
"Planning to put ₹25,000 towards my wedding within by next Christmas.",25000,INR,25000.0,wedding,by next Christmas,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:wedding;timeframe:by next Christmas
Can I save one fifty thousand over the next by next Christmas for wedding,51000,INR,51000.0,wedding,by next Christmas,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:wedding;timeframe:by next Christmas
"Need ₹25,000 for wedding by by 15 Oct 2025.",25000,INR,25000.0,wedding,by 15 Oct 2025,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:wedding;timeframe:by 15 Oct 2025
Want to set aside Rs. 10k for phone next within 2 weeks.,10000,INR,10000.0,phone,within 2 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:phone;timeframe:within 2 weeks
Im aiming to save one fifty thousand in by 15 Oct 2025 for medical.,51000,INR,51000.0,medical,by 15 Oct 2025,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:medical;timeframe:by 15 Oct 2025
Want to set aside 150k dollars for gaming pc next this summer.,150000,INR,150000.0,gaming_pc,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:this summer
Want to set aside fifteen thousand for phone next by New Year.,15000,INR,15000.0,phone,by New Year,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:phone;timeframe:by New Year
Want to set aside Rs. 10k for tuition next by 15 Oct 2025.,10000,INR,10000.0,tuition,by 15 Oct 2025,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:tuition;timeframe:by 15 Oct 2025
"Planning to put $2,000 towards my phone within within 3 weeks.",2000,USD,2000.0,phone,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:phone;timeframe:within 3 weeks
"Can I save $2,000 over the next next year for phone",2000,USD,2000.0,phone,next year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:phone;timeframe:next year
I need one hundred fifty thousand by in 5 months to buy a groceries.,150000,INR,150000.0,groceries,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:in 5 months
Planning to put Rs. 10k towards my travel within within 2 weeks.,10000,INR,10000.0,travel,within 2 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:travel;timeframe:within 2 weeks
Can I save fifteen thousand over the next within 2 weeks for pc,15000,INR,15000.0,gaming_pc,within 2 weeks,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
I need 150k dollars by next year to buy a tuition.,150000,INR,150000.0,tuition,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:next year
Can I save one hundred fifty thousand over the next by New Year for rent,150000,INR,150000.0,rent,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:by New Year
I need 1.5 lakh by in 5 months to buy a pc.,150000,INR,150000.0,gaming_pc,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:in 5 months
Gotta save 150k dollars for gift ASAP.,150000,INR,150000.0,gift,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gift;timeframe:before Eid
Planning to put $150k towards my car within within 3 weeks.,150000,USD,150000.0,car,within 3 weeks,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:car;timeframe:within 3 weeks
I need 150k dollars by in 6 months to buy a rent.,150000,INR,150000.0,rent,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:in 6 months
Im aiming to save one hundred fifty thousand in in 5 months for phone.,150000,INR,150000.0,phone,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 5 months
Can I save 1.5 lakh over the next before Eid for laptop,150000,INR,150000.0,laptop,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:laptop;timeframe:before Eid
Can I save $150k over the next in 5 months for emergency fund,150000,USD,150000.0,emergency_fund,in 5 months,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:in 5 months
Save $150k for mobile in by New Year.,150000,USD,150000.0,phone,by New Year,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by New Year
I need 2000 USD by this summer to buy a pc.,2000,USD,2000.0,gaming_pc,this summer,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:this summer
Can I save ₹150k over the next within 2 weeks for gaming pc,150000,INR,150000.0,gaming_pc,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
Want to set aside one fifty thousand for gaming rig next this summer.,51000,INR,51000.0,gaming_pc,this summer,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:gaming_pc;timeframe:this summer
"Planning to put 1,50,000 towards my gaming pc within this summer.",150000,INR,150000.0,gaming_pc,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:this summer
